PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,income
0.45247395678189956,1.023172800159529,-0.2891381879405276,-1.3071034473366683,-0.17637034932221177,-0.3590439934113673, <=50K
0.578698393674508,-0.3026596164379627,-0.34476725894221133,-1.7812781262674753,1.3454509186213524,-1.1696097158654597, <=50K
-0.4560220825954368,-0.3478034497149658,0.21935960772749838,0.26479053720573004,-0.1684835916354084,0.01756971850975676, <=50K
0.19452977163184842,-1.6687430742675875,0.544952008093949,0.6587687814896459,0.1337158384898069,-0.053678704794266945, <=50K
-0.20550672873563397,1.5339922617263566,0.1775657778071301,0.8654873173112964,0.5260645776866061,-1.0849804120811388, <=50K
0.37328199732121436,1.2076601814934704,0.03476456665596316,0.2724927401652668,0.533133477830333,-1.2176867536076705, <=50K
-1.886229735707058,-1.8840053850693403,0.25012623832328146,-0.8575363664076846,1.3231085814861736,0.20240603987691985, <=50K
0.9406428358489596,-1.2224195572360794,0.3688868646453549,0.4140037888771416,-0.176612344009383,-0.29609364089522333, >50K
0.9143869116664662,2.2016595498595812,0.462370671670704,-1.7021865459884986,-0.21468283187863194,0.8081432195245086, >50K
1.3020532035140813,0.595281246692325,0.2944888512156762,-0.4347514498876205,0.15551763530195278,-0.3876748383008825, >50K
1.6153608924873502,0.2648105623116552,0.4918715557603019,2.000955923810739,-2.097927978513305,0.07586325289513635, >50K
0.7498334349972442,0.9401298536305429,-0.2355166952418581,-0.4254975037893714,-0.33091568943806576,-0.6009268902364365, >50K
-1.0781328806691146,1.7289620395426377,-0.5218193173535337,-1.2239193901264793,0.14653242245605955,-0.3194251970654427, <=50K
-0.009354879057815724,1.1184862729855878,-0.035488279205589265,0.2751532077616973,-0.686527946721349,-0.23754250026596643, <=50K
0.596680257482636,-0.27288244234170034,-0.0459585777576248,-0.3813734066410701,-0.4092179589348007,-0.1586389168525604, >50K
-0.7119877285173548,-1.6596685793730364,0.6618632423048068,1.2991030264179506,-0.7562773136735947,0.9581122026897395, <=50K
-1.2027743432920945,0.2602937508669583,-0.0027716850284273857,-0.08261770206103188,-0.3766563246748977,0.48071245232688087, <=50K
-0.8095381563876819,-0.027931697786061017,0.10189416088995189,0.11209526715707048,-0.45687781235954267,0.3491787567583768, <=50K
0.39890986978374804,-1.190697362266942,-0.056145617289906295,-0.596404672327792,-1.4801849238114486,0.940030594517768, <=50K
0.6118028124120306,1.081697410526646,0.08261811808452617,0.25675057107686033,0.5345716279348406,-1.4081146370989548, >50K
2.1470119001591237,1.4354543806839302,-0.1353256967268491,0.27005253687632147,-0.9353051062691233,-1.088741478249383, >50K
-1.1328752833147215,-1.02974383786015,0.4518062875202162,0.056759460259800915,1.858518058968826,-0.8592041262060811, <=50K
-0.411461213811092,-1.6680984335031577,0.1509341531468305,-0.32401133232706153,-0.87746900374883,1.02805119390048, <=50K
1.150059951341646,-1.3254291675095176,-3.575466055481029,1.0979298328304934,1.328946626195548,2.765545522910973, <=50K
0.17198253984390774,-1.2741326219205449,0.02831358969523364,-1.0189638174394366,0.2386101988130131,-0.2892175009982753, <=50K
1.544791292118033,-0.12566639984937816,0.10100445142040362,-0.06331277975065483,0.5045293610433633,-1.3451254628830336, >50K
-1.3262785023050827,0.5524428859094829,-0.036208897922408875,0.1120630667127405,-0.8880207895950628,0.7853441597104727, <=50K
1.5840172932592143,-0.8381467071821241,0.28045273356922373,0.43660530267327435,-0.8344443920446335,-0.3223903273746539, >50K
0.970359949381252,0.20361903169905907,0.7174883742531217,2.5187806201123006,-1.784431569785765,0.022917296101057208, <=50K
0.49760291050944033,-1.2024063386148875,0.3128542693927267,0.2568440648221812,-0.12066581908983312,-0.1204569999419772, <=50K
-0.06582424156292421,1.4597025077597456,-0.14578248133423258,0.2222589435045303,-1.0380862325494782,-0.05346646493449624, <=50K
-1.1857937454670824,1.1510873042140004,0.13925667843066866,0.8513053140049808,-0.5823456230946592,0.267521940570557, <=50K
1.0378054521987639,0.9834927399115865,-2.188853698579676,2.0983767487995446,2.118610866506128,0.1540628351651702, <=50K
-0.16532772682611982,0.1007865510157601,-0.30020438680276296,-0.9649408734236239,-0.7572617045262531,0.3610607603007932, <=50K
-1.4306308963453231,0.2642040270274206,0.2836513686228089,0.562755067973971,1.1972887280967917,-0.4469777028485451, <=50K
-0.6322999202437295,-1.0327625353353511,0.43880278898165115,0.5405175280575172,0.06907966628641948,0.13997653361775567, <=50K
-1.159197269280693,0.9463689484069278,-0.05083736764304236,0.17316126620775424,-0.6226223231180638,0.4026117077235789, <=50K
-2.348910838196146,0.8069865511996606,0.8312272664969612,2.3857617223886685,1.485367609472746,-0.6378988529586578, <=50K
0.07237029929346914,-0.1436158828175986,-0.16850511070075322,-0.625081002051632,-0.6768353102808574,0.28651147380898734, >50K
1.0616665449719072,-0.05483848804418658,0.256245780688057,0.4687542636446463,0.4142690023554933,-1.0638416624525182, <=50K
-1.0325943653101068,-0.9322082768309642,1.209642054704102,3.2104649012022195,0.17702308157416552,0.1297760721196721, <=50K
1.69443278937055,-0.10407213117605311,-0.24245416774504433,-1.0689507122680753,0.02612761814145985,-0.982036973003411, <=50K
